"COLLECTED_TIME","DATE","PRESS","TITLE","CONTENTS"
"2018-12-16 00:02:54","2018.01.01","연합뉴스TV","새해 밝자마자 ""응애""ㆍ'비상'…무술년 '1호'들","동영상 뉴스 새해 밝자마자 ""응애""ㆍ'비상'…무술년 '1호'들 [뉴스리뷰] [앵커] 무술년 새해 어제 오늘 하루 차이로 해가 바뀌는 사이에 오늘 새벽 곳곳에서 무술년 '1호'들이 탄생했는데요, 서울의 한 병원에서는 자정을 막 넘긴 시점 건강한 여자 아기가 태어났고 공항에서는 중국인 관광객이 무술년 첫 손님으로 한국땅을 밟았습니다. 김성진 기자입니다. [기자] 자정을 막 넘긴 시간, 건강한 여자 아이가 세상 밖으로 나옵니다. 엄마 품에 안긴 아기의 우렁찬 울음소리가 무술년의 힘찬 시작을 알립니다. <현장음> ""응애! 응애!"" 무사하게 세상으로 나와준 것만으로도 고마운데 무술년 '1호'라는 타이틀을 갖게된 딸에 대한 애정은 남다를 수밖에 없습니다. <박수진 / 무술년 '1호 아기' 엄마> ""건강하게 나와줘서 너무 고맙고 건강하고 바르게만 자라줬으면 좋겠어요. 예정일에 못나올줄 알았는데 나와서 복덩이 같아요."" 무술년 새해에 한국땅을 처음으로 밟은 외국인은 중국인 관광객이었습니다. 그 주인공은 베이징을 출발해 0시 25분 인천국제공항에 도착한 '유커' 후이천 씨. 예상치 못한 행운과 환대는 후이 씨에게도 잊지 못할 추억이 됐습니다. <후이천 / 무술년 '1호 외국인 관광객'> ""여행을 하러 한국에 왔고 한국의 음식과 놀거리, 관광지 모두 좋아하기 때문에 한국을 방문…"" 한밤 중 쉴새 없이 화물을 실어 담는 항공기. 화물뿐만 아니라 새해에도 '수출 강국'으로서의 도약이 계속되길 바라는 염원을 담은 '1호 화물기'는 힘차게 활주로를 달려 무술년 하늘을 향해 비상했습니다. <김해영 / 아시아나항공 과장> ""올 한해에는 다양한 분야로 항공 수출이 늘어나 우리 경제가 더욱 좋아지기를 희망합니다."" 무술년의 힘찬 시작을 알린 1호들. 2018년 새해의 희망찬 발걸음이 시작됐습니다. 연합뉴스TV 김성진입니다. 연합뉴스TV : 02 398 4441(기사문의ㆍ제보) 카톡/라인 jebo23 ▶ 연합뉴스TV 네이버 채널 구독 ▶ 생방송 시청 ▶ 대한민국 뉴스의 시작, 연합뉴스TV 앱 다운받기"
"2018-12-16 00:02:03","2018.01.01","스포츠서울","'넷마블' 게임기업 최초 대한민국을 빛낸 브랜드 25위...네이버 19위, 카카오톡 21위","[스포츠서울 김진욱기자] 넷마블 게임즈(대표 권영식)가 브랜드가치 평가회사 ‘브랜드스탁’이 ‘올해 해외 시장에서 대한민국 위상을 높이는데 기여한 브랜드’를 주제로 한 설문조사에서 88.56점(100점 만점)으로 25위에 올랐다. 30위권 내 이름을 올린 게임업계 브랜드는 넷마블 게임즈가 유일하다. 이번 조사에서 삼성 갤럭시는 95.65점을 얻어 1위에 올랐고, 삼성 QELD TV(94.85점)가 2위, 뒤를 이어 대한항공(93.64점), 신라면(93.54점), 인천공항(92.41점) 등이 5위권에 이름을 올렸다. 인터넷 서비스 기업으로는 네이버(89.86)가 19위, 카카오톡(89.24)가 21위에 이름을 올렸다. 대한민국을 빛낸 브랜드 순위 한편, 넷마블 게임즈는 지난 12월초 발표된 ‘2017대한민국 100대 브랜드’에서도 게임업계에서 유일하게 63위에 선정된 바 있다. 넷마블은 국내뿐 아니라 동남아, 일본, 미국에서 높은 인기를 누린 ‘리니지2 레볼루션’을 비롯해 ‘마블퓨쳐파이트’, ‘마블컨테스트오브챔피언’, ‘쿠키잼’, ‘세븐나이츠‘, ’모두의마블‘ 등 다양한 장르의 모바일 게임을 보유 서비스하고 있다. jwkim@sportsseoul.com ▶스포츠서울 공식 페이스북 ▶팟캐스트 '스포츠서울 야구 X파일' ▶스포츠서울 공식 유튜브 채널 [기사제보 news@sportsseoul.com] Copyright ⓒ 스포츠서울&sportsseoul.com 기사제공 스포츠서울"
"2018-12-15 23:56:56","2018.01.01","조선비즈","무술년 수출 증가율 다소 둔화 전망…""수출액 4% 이상 증가 목표""","경북 포항 호미곶의 일출 장면. /조선일보DB 무술년(戊戌年) 한국 수출 증가율이 작년보다 움츠러들 것으로 전망된다. 주요국 통화정책 정상화로 인한 금융시장 불안정성, 글로벌 보호무역주의 강화가 한국 수출에 마이너스 요소로 작용할 수 있기 때문이다. 정부는 올해 ‘수출액 4% 증가’를 목표로 삼고 수출 지원 정책을 펼친다는 계획이다. 산업통상자원부는 1일 “올해 신흥국을 중심으로 세계 경기 회복세가 유지될 전망이지만, 원화 강세와 고금리, 유가 상승 등 ‘3고’ 현상과 보호무역주의 확산 등의 하방요인이 한국 수출 시장에 부정적인 영향을 미칠 수 있다”고 전망했다. 산업부는 올해 수출액 증가 목표를 4% 이상으로 잡았다. 작년 수출액이 15.8% 증가했던 것에 비해서는 크게 줄어든 수치지만, 작년 사상 최대 수출액을 기록했기 때문에 수출 시장 성장세는 유지된다는 게 산업부의 설명이다. 백운규 산업부 장관은 이날 인천국제공항에서 “수출 하방 리스크에 선제 대응해 수출 증가 추세가 견고하게 유지될 수 있도록 상반기 수출총력체제를 가동하겠다”며 “수출 4% 이상 증가를 목표로 정책 역량을 집중하겠다""고 말했다. 구체적으로 올해 반도체와 일반기계, 석유화학, 자동차 수출액이 증가하겠지만, 선박과 철강, 가전 품목 수출액은 감소할 것으로 전망된다. 반도체는 사물인터넷(IoT)과 빅데이터에 대한 투자가 늘어나면서 올해 수출액이 2~5% 증가할 것으로 예상된다. 메모리 공급이 부족해 가격이 안정적으로 유지되는 점도 반도체 수출액 증가에 긍정적인 영향을 미친다는 게 산업부의 설명이다. 일반기계 수출액은 올해 5% 이상 늘어날 것으로 전망된다. 올해 글로벌 건설경기가 호황으로 접어들면서 전세계적으로 설비투자가 늘어나는 덕분이다. 석유화학은 국제유가 상승으로 수출 단가가 오르면서 올해 수출액이 2~5% 증가할 것으로 전망됐다. 무선통신기기는 고사양 스마트폰 수요가 늘어나고 해외 제조사로 부품 공급이 증가하면서 올해 수출액이 2~5% 늘어날 것으로 산업부는 예상했다. 유망소비재 중에서는 화장품·의약품 중심으로 수출 호조세가 지속할 전망이다. 화장품은 중화권 중심 수출 증가세 지속 및 미국·유럽연합(EU) 등 수출국 다변화, 의약품은 미국·EU 허가 획득으로 수출액이 늘어날 것으로 보인다. 반면 선박의 경우 2016~2017년 신규 수주가 저조했던 영향으로 수주잔량이 감소하고, 고가의 해양플랜트 수출이 감소하면서 수출액이 감소할 것으로 전망된다. 철강은 미국을 중심으로 수입 규제가 확대되면서 올해 수출액이 줄어들고, 가전은 해외 현지 공장으로 공급되는 부품을 현지에서 조달하면서 수출액이 감소할 것으로 산업부는 전망했다. 지역별로는 작년과 마찬가지로 아세안과 인도 지역에 대한 수출이 올해 5% 이상 늘어날 것으로 전망된다. 산업 고도화 등으로 인해 경제 성장률이 높은 수준으로 유지되면서 이들 지역에 대한 수출액도 증가한다는 게 산업부의 설명이다. 중국에 대한 수출액도 개혁개방 확대 정책으로 인해 무역과 투자가 증가하고, 한·중 관계 개선으로 교역이 늘어나 올해 5% 이상 증가할 것으로 산업부는 전망했다. 올해 품목별 수출 전망. /산업통상자원부 제공 [세종=전성필 기자 feel@chosunbiz.com] chosunbiz.com"
"2018-12-16 00:01:49","2018.01.01","조선비즈","대한항공, 평창올림픽 성공 위해 인천 양양 항공편 운항","대한항공은 2018 평창 동계올림픽의 성공적인 개최를 위해 인천국제공항과 양양공항을 연결하는 환승전용 내항기를 임시로 운항한다고 1일 밝혔다. 환승전용 내항기는 인천공항에서 환승하는 국제선 승객을 위한 국내선 연결 항공편이다. 인천 양양 환승전용 내항기는 평창 동계올림픽 개막 8일 전인 다음달 1일부터 폐막 2일 후인 27일까지 총 27일 동안 운항한다. 다음달 1일부터 개막일인 9일까지는 하루 3회 운항하며, 다음달 10일부터 폐막일인 25일까지 대회 기간 중에는 하루 2회, 폐막 후 이틀 동안은 하루 4~5회 등 대회 일정에 따라 다양한 스케줄로 운항할 계획이다. 환승전용 내항기를 이용해 인천공항을 거쳐 양양공항으로 가는 승객은 인천공항 도착 후 환승전용 내항기에 탑승해 양양공항에서 세관검사와 입국 심사, 검역 등의 수속을 받는다. 반대로 양양에서 인천을 거쳐 출국할 때는 양양공항에서 모든 국제선 탑승수속이 가능하다. 대한항공은 ""인천 양양 환승전용 내항기 운항은 평창 동계올림픽을 방문하는 해외 각국의 선수단과 관계자, 취재진, 일반 관람객에게 양양공항까지 쉽고 빠른 접근을 가능하게 해 동계올림픽의 성공적인 개최에 이바지 할 것""이라고 말했다. [김참 기자 pumpkins@chosunbiz.com] chosunbiz.com"
"2018-12-15 23:57:29","2018.01.01","MK스포츠 ","수지 `100% 민낯으로 출국` [MK포토]",\N
"2018-12-15 23:57:51","2018.01.01","MK스포츠 ","수지 `코트에 비니까지 올블랙 공항패션` [MK포토]",\N
"2018-12-15 23:58:00","2018.01.01","MK스포츠 ","수지 `화장기 하나 없는 청순미모` [MK포토]",\N
"2018-12-15 23:58:02","2018.01.01","MK스포츠 ","수지 `2018년 첫 날부터 해외 출국` [MK포토]",\N
"2018-12-15 23:58:23","2018.01.01","MK스포츠 ","수지 `100% 민낯에도 예쁨 가득` [MK포토]",\N
"2018-12-15 23:58:40","2018.01.01","MK스포츠 ","수지 `새해 첫 날부터 예쁨 가득한 손인사` [MK포토]",\N
"2018-12-15 23:58:48","2018.01.01","MK스포츠 ","수지 `민낯에도 예쁜 사슴 눈망울` [MK포토]",\N
"2018-12-15 23:59:06","2018.01.01","MK스포츠 ","수지 `최우수 연기상 주인공의 예쁜 민낯` [MK포토]",\N
"2018-12-15 23:59:13","2018.01.01","MK스포츠 ","수지 `새해 첫 날부터 열일하러 갑니다` [MK포토]",\N
"2018-12-15 23:59:26","2018.01.01","MK스포츠 ","수지 `정초부터 세상 깜찍한 눈인사` [MK포토]",\N
"2018-12-15 23:59:41","2018.01.01","MK스포츠 ","수지 `미소가 예쁜 순수미인` [MK포토]",\N
"2018-12-15 23:59:45","2018.01.01","MK스포츠 ","수지 `공항에서 커피 한 잔의 여유` [MK포토]",\N
"2018-12-15 23:59:47","2018.01.01","MK스포츠 ","수지 `공항 직원도 돌아보게 하는 미모` [MK포토]",\N
"2018-12-15 23:59:50","2018.01.01","MK스포츠 ","수지 `곁눈질 마저 귀여워` [MK포토]",\N
"2018-12-16 00:00:18","2018.01.01","MK스포츠 ","수지 `새해 첫 날부터 대박 귀여움` [MK포토]",\N
"2018-12-16 00:00:20","2018.01.01","MK스포츠 ","수지 `화장기 하나 없는 순수미인` [MK포토]",\N
"2018-12-16 00:00:22","2018.01.01","MK스포츠 ","수지 `민낯이 더 예쁜 국민 첫사랑` [MK포토]",\N
"2018-12-16 00:00:24","2018.01.01","MK스포츠 ","수지 `커피 한 잔 들고 출국` [MK포토]",\N
"2018-12-16 00:00:26","2018.01.01","MK스포츠 ","수지 `화장기 하나 없어도 예쁨이 가득` [MK포토]",\N
"2018-12-16 00:00:27","2018.01.01","MK스포츠 ","수지 `관광객 시선 싹쓸이하는 청순미모` [MK포토]",\N
